model,task,task_level,layer,n_items,majority,rand_acc,selectivity,delta,expected_layer,acc_mean,acc_std,f1_mean,f1_std,group,l1,prof_level,mode
xlmr,Aspect,token,5,12797,0.7048,0.7026,0.2678,-0.0004,0.0365,0.9704,0.0016,0.9642,0.002,B1,all,B1,pooled
xlmr,Aspect,token,5,15941,0.7048,0.7026,0.2683,-0.0019,0.0473,0.9708,0.0009,0.9654,0.0011,B2,all,B2,pooled
xlmr,Aspect,token,5,13156,0.7048,0.7026,0.2639,-0.0005,0.0428,0.9665,0.0006,0.961,0.0007,C1,all,C1,pooled
xlmr,Aspect,token,6,2811,0.7048,0.7026,0.2583,0.0,0.0452,0.9609,0.0013,0.9461,0.0015,A1,all,A1,pooled
xlmr,Aspect,token,6,6784,0.7048,0.7026,0.2594,-0.0024,0.0091,0.962,0.0046,0.9524,0.0056,A2,all,A2,pooled
xlmr,Aspect,token,6,12797,0.7048,0.7026,0.2663,-0.0015,0.0365,0.9689,0.0021,0.9625,0.0025,B1,all,B1,pooled
xlmr,Aspect,token,6,15941,0.7048,0.7026,0.2628,-0.0055,0.0473,0.9654,0.0036,0.9589,0.0043,B2,all,B2,pooled
xlmr,Aspect,token,6,13156,0.7048,0.7026,0.2602,-0.0037,0.0428,0.9628,0.0028,0.9565,0.0033,C1,all,C1,pooled
xlmr,Aspect,token,7,2811,0.7048,0.7026,0.2569,-0.0014,0.0452,0.9594,0.0063,0.9435,0.009,A1,all,A1,pooled
xlmr,Aspect,token,7,6784,0.7048,0.7026,0.2584,-0.001,0.0091,0.9609,0.004,0.9509,0.005,A2,all,A2,pooled
xlmr,Aspect,token,7,12797,0.7048,0.7026,0.2633,-0.003,0.0365,0.9659,0.0014,0.9589,0.0016,B1,all,B1,pooled
xlmr,Aspect,token,7,15941,0.7048,0.7026,0.2619,-0.0009,0.0473,0.9644,0.0038,0.9577,0.0045,B2,all,B2,pooled
xlmr,Aspect,token,7,13156,0.7048,0.7026,0.2563,-0.0039,0.0428,0.9589,0.0035,0.952,0.0041,C1,all,C1,pooled
xlmr,Aspect,token,8,2811,0.7048,0.7026,0.2519,-0.005,0.0452,0.9545,0.0096,0.937,0.0132,A1,all,A1,pooled
xlmr,Aspect,token,8,6784,0.7048,0.7026,0.2575,-0.0009,0.0091,0.9601,0.0025,0.9499,0.0032,A2,all,A2,pooled
xlmr,Aspect,token,8,12797,0.7048,0.7026,0.2608,-0.0025,0.0365,0.9634,0.0017,0.9559,0.0022,B1,all,B1,pooled
xlmr,Aspect,token,8,15941,0.7048,0.7026,0.2602,-0.0017,0.0473,0.9627,0.0024,0.9558,0.0028,B2,all,B2,pooled
xlmr,Aspect,token,8,13156,0.7048,0.7026,0.254,-0.0023,0.0428,0.9566,0.0019,0.9495,0.0023,C1,all,C1,pooled
xlmr,Aspect,token,9,2811,0.7048,0.7026,0.2547,0.0028,0.0452,0.9573,0.0061,0.9408,0.0084,A1,all,A1,pooled
xlmr,Aspect,token,9,6784,0.7048,0.7026,0.2526,-0.0049,0.0091,0.9552,0.0029,0.9438,0.0035,A2,all,A2,pooled
xlmr,Aspect,token,9,12797,0.7048,0.7026,0.2566,-0.0041,0.0365,0.9592,0.001,0.9509,0.0011,B1,all,B1,pooled
xlmr,Aspect,token,9,15941,0.7048,0.7026,0.2607,0.0005,0.0473,0.9632,0.0031,0.9563,0.0036,B2,all,B2,pooled
xlmr,Aspect,token,9,13156,0.7048,0.7026,0.2522,-0.0018,0.0428,0.9548,0.0032,0.9473,0.0038,C1,all,C1,pooled
xlmr,Aspect,token,10,2811,0.7048,0.7026,0.2466,-0.0082,0.0452,0.9491,0.0081,0.9296,0.0117,A1,all,A1,pooled
xlmr,Aspect,token,10,6784,0.7048,0.7026,0.2514,-0.0012,0.0091,0.954,0.0019,0.9424,0.0022,A2,all,A2,pooled
xlmr,Aspect,token,10,12797,0.7048,0.7026,0.2538,-0.0028,0.0365,0.9564,0.001,0.9474,0.0014,B1,all,B1,pooled
xlmr,Aspect,token,10,15941,0.7048,0.7026,0.2543,-0.0063,0.0473,0.9569,0.0023,0.9488,0.0028,B2,all,B2,pooled
xlmr,Aspect,token,10,13156,0.7048,0.7026,0.2483,-0.0039,0.0428,0.9509,0.0039,0.9428,0.0046,C1,all,C1,pooled
xlmr,Aspect,token,11,2811,0.7048,0.7026,0.2455,-0.0011,0.0452,0.9481,0.0114,0.9279,0.0162,A1,all,A1,pooled
xlmr,Aspect,token,11,6784,0.7048,0.7026,0.2485,-0.0029,0.0091,0.9511,0.0036,0.9389,0.0042,A2,all,A2,pooled
xlmr,Aspect,token,11,12797,0.7048,0.7026,0.2508,-0.003,0.0365,0.9533,0.0007,0.9436,0.001,B1,all,B1,pooled
xlmr,Aspect,token,11,15941,0.7048,0.7026,0.2506,-0.0038,0.0473,0.9531,0.0053,0.9443,0.0063,B2,all,B2,pooled
xlmr,Aspect,token,11,13156,0.7048,0.7026,0.2428,-0.0055,0.0428,0.9454,0.0023,0.9364,0.0027,C1,all,C1,pooled
xlmr,Aspect,token,12,2811,0.7048,0.7026,0.2401,-0.0053,0.0452,0.9427,0.0083,0.919,0.0122,A1,all,A1,pooled
xlmr,Aspect,token,12,6784,0.7048,0.7026,0.2475,-0.001,0.0091,0.95,0.0035,0.937,0.0045,A2,all,A2,pooled
xlmr,Aspect,token,12,12797,0.7048,0.7026,0.2516,0.0008,0.0365,0.9541,0.002,0.9444,0.0025,B1,all,B1,pooled
xlmr,Aspect,token,12,15941,0.7048,0.7026,0.2513,0.0008,0.0473,0.9539,0.0033,0.945,0.004,B2,all,B2,pooled
xlmr,Aspect,token,12,13156,0.7048,0.7026,0.244,0.0011,0.0428,0.9466,0.0017,0.9376,0.002,C1,all,C1,pooled
xlmr,Aspect,token,12,51489,0.7048,0.7026,0.0,0.0,-1.0,0.7026,0.0006,0.4155,0.001,random_baseline,all,n/a,pooled
xlmr,Tense,token,0,2166,0.5509,0.524,0.4502,0.9741,0.0697,0.9741,0.0026,0.9111,0.0095,A1,all,A1,pooled
xlmr,Tense,token,0,5137,0.5509,0.524,0.455,0.979,0.0253,0.979,0.0036,0.9316,0.0151,A2,all,A2,pooled
xlmr,Tense,token,0,9326,0.5509,0.524,0.4553,0.9793,0.0192,0.9793,0.0019,0.9405,0.0078,B1,all,B1,pooled
xlmr,Tense,token,0,12337,0.5509,0.524,0.455,0.9789,0.0361,0.9789,0.0018,0.9283,0.0072,B2,all,B2,pooled
xlmr,Tense,token,0,10470,0.5509,0.524,0.4549,0.9789,0.0183,0.9789,0.0022,0.9314,0.0141,C1,all,C1,pooled
xlmr,Tense,token,1,2166,0.5509,0.524,0.4419,-0.0083,0.0697,0.9658,0.0051,0.8955,0.0217,A1,all,A1,pooled
xlmr,Tense,token,1,5137,0.5509,0.524,0.4521,-0.0029,0.0253,0.9761,0.0039,0.9212,0.0163,A2,all,A2,pooled
xlmr,Tense,token,1,9326,0.5509,0.524,0.4539,-0.0014,0.0192,0.9779,0.003,0.9349,0.0107,B1,all,B1,pooled
xlmr,Tense,token,1,12337,0.5509,0.524,0.4523,-0.0027,0.0361,0.9763,0.0015,0.9171,0.0058,B2,all,B2,pooled
xlmr,Tense,token,1,10470,0.5509,0.524,0.4514,-0.0035,0.0183,0.9754,0.0014,0.9224,0.0084,C1,all,C1,pooled
xlmr,Tense,token,2,2166,0.5509,0.524,0.4437,0.0018,0.0697,0.9677,0.0052,0.9062,0.0245,A1,all,A1,pooled
xlmr,Tense,token,2,5137,0.5509,0.524,0.4542,0.0021,0.0253,0.9782,0.0035,0.93,0.0166,A2,all,A2,pooled
xlmr,Tense,token,2,9326,0.5509,0.524,0.4535,-0.0004,0.0192,0.9775,0.0025,0.9343,0.0092,B1,all,B1,pooled
xlmr,Tense,token,2,12337,0.5509,0.524,0.4524,0.0002,0.0361,0.9764,0.0019,0.9203,0.0091,B2,all,B2,pooled
xlmr,Tense,token,2,10470,0.5509,0.524,0.4527,0.0013,0.0183,0.9767,0.0015,0.9297,0.0033,C1,all,C1,pooled
xlmr,Tense,token,3,2166,0.5509,0.524,0.4474,0.0037,0.0697,0.9714,0.0052,0.9064,0.0309,A1,all,A1,pooled
xlmr,Tense,token,3,5137,0.5509,0.524,0.4562,0.0019,0.0253,0.9801,0.003,0.9381,0.0133,A2,all,A2,pooled
xlmr,Tense,token,3,9326,0.5509,0.524,0.4546,0.0011,0.0192,0.9786,0.003,0.9371,0.011,B1,all,B1,pooled
xlmr,Tense,token,3,12337,0.5509,0.524,0.4539,0.0015,0.0361,0.9779,0.0012,0.9256,0.0028,B2,all,B2,pooled
xlmr,Tense,token,3,10470,0.5509,0.524,0.4554,0.0027,0.0183,0.9794,0.0008,0.9394,0.0052,C1,all,C1,pooled
xlmr,Tense,token,4,2166,0.5509,0.524,0.4456,-0.0018,0.0697,0.9695,0.0079,0.8957,0.0383,A1,all,A1,pooled
xlmr,Tense,token,4,5137,0.5509,0.524,0.4575,0.0014,0.0253,0.9815,0.0044,0.939,0.0143,A2,all,A2,pooled
xlmr,Tense,token,4,9326,0.5509,0.524,0.4574,0.0028,0.0192,0.9813,0.0032,0.9461,0.0103,B1,all,B1,pooled
xlmr,Tense,token,4,12337,0.5509,0.524,0.4573,0.0034,0.0361,0.9813,0.0016,0.9363,0.0065,B2,all,B2,pooled
xlmr,Tense,token,4,10470,0.5509,0.524,0.4566,0.0012,0.0183,0.9806,0.0016,0.9425,0.0085,C1,all,C1,pooled
xlmr,Tense,token,5,2166,0.5509,0.524,0.4433,-0.0023,0.0697,0.9672,0.0051,0.8892,0.0372,A1,all,A1,pooled
xlmr,Tense,token,5,5137,0.5509,0.524,0.4552,-0.0023,0.0253,0.9792,0.0037,0.9343,0.0086,A2,all,A2,pooled
xlmr,Tense,token,5,9326,0.5509,0.524,0.4572,-0.0002,0.0192,0.9811,0.0022,0.948,0.005,B1,all,B1,pooled
xlmr,Tense,token,5,12337,0.5509,0.524,0.459,0.0017,0.0361,0.983,0.0012,0.9405,0.0021,B2,all,B2,pooled
xlmr,Tense,token,5,10470,0.5509,0.524,0.4571,0.0005,0.0183,0.9811,0.0017,0.9445,0.0095,C1,all,C1,pooled
xlmr,Tense,token,6,2166,0.5509,0.524,0.4488,0.0055,0.0697,0.9728,0.0052,0.9096,0.0319,A1,all,A1,pooled
xlmr,Tense,token,6,5137,0.5509,0.524,0.4556,0.0004,0.0253,0.9796,0.0033,0.9332,0.0101,A2,all,A2,pooled
xlmr,Tense,token,6,9326,0.5509,0.524,0.4577,0.0005,0.0192,0.9817,0.003,0.9472,0.0083,B1,all,B1,pooled
xlmr,Tense,token,6,12337,0.5509,0.524,0.4573,-0.0017,0.0361,0.9813,0.0016,0.9377,0.0006,B2,all,B2,pooled
xlmr,Tense,token,6,10470,0.5509,0.524,0.4556,-0.0015,0.0183,0.9796,0.0022,0.9389,0.0098,C1,all,C1,pooled
xlmr,Tense,token,7,2166,0.5509,0.524,0.4488,0.0,0.0697,0.9728,0.0035,0.9078,0.0223,A1,all,A1,pooled
xlmr,Tense,token,7,5137,0.5509,0.524,0.4542,-0.0014,0.0253,0.9782,0.0039,0.927,0.0101,A2,all,A2,pooled
xlmr,Tense,token,7,9326,0.5509,0.524,0.4557,-0.002,0.0192,0.9796,0.0028,0.9451,0.006,B1,all,B1,pooled
xlmr,Tense,token,7,12337,0.5509,0.524,0.4554,-0.0019,0.0361,0.9793,0.0017,0.9276,0.0053,B2,all,B2,pooled
xlmr,Tense,token,7,10470,0.5509,0.524,0.4543,-0.0013,0.0183,0.9782,0.0024,0.9364,0.0098,C1,all,C1,pooled
xlmr,Tense,token,8,2166,0.5509,0.524,0.4428,-0.006,0.0697,0.9668,0.0079,0.8948,0.0363,A1,all,A1,pooled
xlmr,Tense,token,8,5137,0.5509,0.524,0.454,-0.0002,0.0253,0.978,0.0048,0.926,0.0173,A2,all,A2,pooled
xlmr,Tense,token,8,9326,0.5509,0.524,0.4523,-0.0033,0.0192,0.9763,0.002,0.9356,0.0067,B1,all,B1,pooled
xlmr,Tense,token,8,12337,0.5509,0.524,0.4552,-0.0002,0.0361,0.9792,0.0011,0.9293,0.0039,B2,all,B2,pooled
xlmr,Tense,token,8,10470,0.5509,0.524,0.4529,-0.0013,0.0183,0.9769,0.0019,0.9304,0.0109,C1,all,C1,pooled
xlmr,Tense,token,9,2166,0.5509,0.524,0.4451,0.0023,0.0697,0.9691,0.0056,0.9033,0.0201,A1,all,A1,pooled
xlmr,Tense,token,9,5137,0.5509,0.524,0.4535,-0.0006,0.0253,0.9774,0.0049,0.9249,0.0114,A2,all,A2,pooled
xlmr,Tense,token,9,9326,0.5509,0.524,0.449,-0.0033,0.0192,0.973,0.0025,0.9304,0.003,B1,all,B1,pooled
xlmr,Tense,token,9,12337,0.5509,0.524,0.4533,-0.0019,0.0361,0.9773,0.0018,0.9297,0.0045,B2,all,B2,pooled
xlmr,Tense,token,9,10470,0.5509,0.524,0.4497,-0.0032,0.0183,0.9736,0.0024,0.9296,0.0075,C1,all,C1,pooled
xlmr,Tense,token,10,2166,0.5509,0.524,0.4396,-0.0055,0.0697,0.9635,0.0056,0.8876,0.0174,A1,all,A1,pooled
xlmr,Tense,token,10,5137,0.5509,0.524,0.449,-0.0045,0.0253,0.9729,0.0043,0.9179,0.0105,A2,all,A2,pooled
xlmr,Tense,token,10,9326,0.5509,0.524,0.4478,-0.0012,0.0192,0.9718,0.0028,0.9295,0.0042,B1,all,B1,pooled
xlmr,Tense,token,10,12337,0.5509,0.524,0.4499,-0.0034,0.0361,0.9739,0.0028,0.9214,0.0094,B2,all,B2,pooled
xlmr,Tense,token,10,10470,0.5509,0.524,0.4476,-0.0021,0.0183,0.9715,0.0022,0.9282,0.0066,C1,all,C1,pooled
xlmr,Tense,token,11,2166,0.5509,0.524,0.4373,-0.0023,0.0697,0.9612,0.0049,0.8829,0.0283,A1,all,A1,pooled
xlmr,Tense,token,11,5137,0.5509,0.524,0.4437,-0.0053,0.0253,0.9677,0.0024,0.9038,0.0088,A2,all,A2,pooled
xlmr,Tense,token,11,9326,0.5509,0.524,0.4446,-0.0032,0.0192,0.9686,0.0013,0.9237,0.0024,B1,all,B1,pooled
xlmr,Tense,token,11,12337,0.5509,0.524,0.4465,-0.0034,0.0361,0.9705,0.0038,0.9126,0.0144,B2,all,B2,pooled
xlmr,Tense,token,11,10470,0.5509,0.524,0.4447,-0.0029,0.0183,0.9687,0.0019,0.9202,0.0058,C1,all,C1,pooled
xlmr,Tense,token,12,2166,0.5509,0.524,0.4308,-0.0065,0.0697,0.9548,0.0075,0.8502,0.0345,A1,all,A1,pooled
xlmr,Tense,token,12,5137,0.5509,0.524,0.4443,0.0006,0.0253,0.9683,0.0007,0.8998,0.0048,A2,all,A2,pooled
xlmr,Tense,token,12,9326,0.5509,0.524,0.4447,0.0001,0.0192,0.9687,0.0005,0.9228,0.0053,B1,all,B1,pooled
xlmr,Tense,token,12,12337,0.5509,0.524,0.4473,0.0007,0.0361,0.9712,0.0013,0.9124,0.0034,B2,all,B2,pooled
xlmr,Tense,token,12,10470,0.5509,0.524,0.4443,-0.0004,0.0183,0.9683,0.0022,0.912,0.012,C1,all,C1,pooled
xlmr,Tense,token,12,39436,0.5509,0.524,0.0,0.0,-1.0,0.524,0.0038,0.307,0.0018,random_baseline,all,n/a,pooled
mbert,sent_len_bin,sent,0,1650,0.4163,0.3914,0.3455,0.737,0.1461,0.737,0.0215,0.7352,0.0201,A1,all,A1,pooled
mbert,sent_len_bin,sent,0,3632,0.4163,0.3914,0.3514,0.7428,0.2612,0.7428,0.0049,0.7491,0.0046,A2,all,A2,pooled
mbert,sent_len_bin,sent,0,6422,0.4163,0.3914,0.3711,0.7625,0.1391,0.7625,0.0055,0.7651,0.0053,B1,all,B1,pooled
mbert,sent_len_bin,sent,0,7535,0.4163,0.3914,0.3845,0.776,0.1506,0.776,0.0027,0.7568,0.0034,B2,all,B2,pooled
mbert,sent_len_bin,sent,0,6244,0.4163,0.3914,0.3727,0.7641,0.2499,0.7641,0.0052,0.7431,0.0068,C1,all,C1,pooled
mbert,sent_len_bin,sent,1,1650,0.4163,0.3914,0.3461,0.0006,0.1461,0.7376,0.0166,0.7369,0.016,A1,all,A1,pooled
mbert,sent_len_bin,sent,1,3632,0.4163,0.3914,0.361,0.0096,0.2612,0.7525,0.0086,0.7588,0.0084,A2,all,A2,pooled
mbert,sent_len_bin,sent,1,6422,0.4163,0.3914,0.366,-0.0051,0.1391,0.7574,0.0018,0.761,0.0008,B1,all,B1,pooled
mbert,sent_len_bin,sent,1,7535,0.4163,0.3914,0.3855,0.0009,0.1506,0.7769,0.0021,0.7595,0.0031,B2,all,B2,pooled
mbert,sent_len_bin,sent,1,6244,0.4163,0.3914,0.3722,-0.0005,0.2499,0.7636,0.0066,0.7423,0.0037,C1,all,C1,pooled
mbert,sent_len_bin,sent,2,1650,0.4163,0.3914,0.3467,0.0006,0.1461,0.7382,0.0142,0.7359,0.0153,A1,all,A1,pooled
mbert,sent_len_bin,sent,2,3632,0.4163,0.3914,0.358,-0.003,0.2612,0.7494,0.0047,0.7556,0.0045,A2,all,A2,pooled
mbert,sent_len_bin,sent,2,6422,0.4163,0.3914,0.3708,0.0048,0.1391,0.7622,0.0056,0.7659,0.0051,B1,all,B1,pooled
mbert,sent_len_bin,sent,2,7535,0.4163,0.3914,0.3954,0.01,0.1506,0.7869,0.0031,0.7698,0.0027,B2,all,B2,pooled
mbert,sent_len_bin,sent,2,6244,0.4163,0.3914,0.3901,0.0179,0.2499,0.7815,0.0086,0.764,0.0072,C1,all,C1,pooled
mbert,sent_len_bin,sent,3,1650,0.4163,0.3914,0.3516,0.0048,0.1461,0.743,0.0191,0.7388,0.014,A1,all,A1,pooled
mbert,sent_len_bin,sent,3,3632,0.4163,0.3914,0.3641,0.0061,0.2612,0.7555,0.006,0.7617,0.0057,A2,all,A2,pooled
mbert,sent_len_bin,sent,3,6422,0.4163,0.3914,0.3775,0.0067,0.1391,0.7689,0.0051,0.7721,0.0052,B1,all,B1,pooled
mbert,sent_len_bin,sent,3,7535,0.4163,0.3914,0.399,0.0036,0.1506,0.7904,0.0027,0.7727,0.0025,B2,all,B2,pooled
mbert,sent_len_bin,sent,3,6244,0.4163,0.3914,0.3951,0.005,0.2499,0.7865,0.009,0.7706,0.0072,C1,all,C1,pooled
mbert,sent_len_bin,sent,4,1650,0.4163,0.3914,0.357,0.0055,0.1461,0.7485,0.021,0.7447,0.0153,A1,all,A1,pooled
mbert,sent_len_bin,sent,4,3632,0.4163,0.3914,0.3737,0.0096,0.2612,0.7651,0.0086,0.7712,0.0084,A2,all,A2,pooled
mbert,sent_len_bin,sent,4,6422,0.4163,0.3914,0.3879,0.0104,0.1391,0.7794,0.0085,0.7817,0.0088,B1,all,B1,pooled
mbert,sent_len_bin,sent,4,7535,0.4163,0.3914,0.4006,0.0016,0.1506,0.792,0.0046,0.775,0.0036,B2,all,B2,pooled
mbert,sent_len_bin,sent,4,6244,0.4163,0.3914,0.4015,0.0064,0.2499,0.7929,0.0047,0.7742,0.0035,C1,all,C1,pooled
mbert,sent_len_bin,sent,5,1650,0.4163,0.3914,0.371,0.0139,0.1461,0.7624,0.0126,0.7608,0.0074,A1,all,A1,pooled
mbert,sent_len_bin,sent,5,3632,0.4163,0.3914,0.3767,0.003,0.2612,0.7682,0.0126,0.7741,0.0124,A2,all,A2,pooled
mbert,sent_len_bin,sent,5,6422,0.4163,0.3914,0.3865,-0.0014,0.1391,0.778,0.0015,0.7811,0.0012,B1,all,B1,pooled
mbert,sent_len_bin,sent,5,7535,0.4163,0.3914,0.4112,0.0106,0.1506,0.8027,0.0026,0.788,0.0032,B2,all,B2,pooled
mbert,sent_len_bin,sent,5,6244,0.4163,0.3914,0.406,0.0045,0.2499,0.7974,0.0039,0.7787,0.0023,C1,all,C1,pooled
mbert,sent_len_bin,sent,6,1650,0.4163,0.3914,0.3716,0.0006,0.1461,0.763,0.0167,0.7609,0.0102,A1,all,A1,pooled
mbert,sent_len_bin,sent,6,3632,0.4163,0.3914,0.3798,0.003,0.2612,0.7712,0.012,0.7771,0.0117,A2,all,A2,pooled
mbert,sent_len_bin,sent,6,6422,0.4163,0.3914,0.3885,0.002,0.1391,0.78,0.0071,0.7828,0.0077,B1,all,B1,pooled
mbert,sent_len_bin,sent,6,7535,0.4163,0.3914,0.4099,-0.0013,0.1506,0.8013,0.0031,0.785,0.0027,B2,all,B2,pooled
mbert,sent_len_bin,sent,6,6244,0.4163,0.3914,0.3973,-0.0086,0.2499,0.7888,0.0112,0.7702,0.0086,C1,all,C1,pooled
mbert,sent_len_bin,sent,7,1650,0.4163,0.3914,0.357,-0.0145,0.1461,0.7485,0.0163,0.746,0.0102,A1,all,A1,pooled
mbert,sent_len_bin,sent,7,3632,0.4163,0.3914,0.3682,-0.0116,0.2612,0.7596,0.0096,0.7661,0.0093,A2,all,A2,pooled
mbert,sent_len_bin,sent,7,6422,0.4163,0.3914,0.3809,-0.0076,0.1391,0.7723,0.0075,0.7756,0.0077,B1,all,B1,pooled
mbert,sent_len_bin,sent,7,7535,0.4163,0.3914,0.4054,-0.0045,0.1506,0.7968,0.0033,0.7799,0.0046,B2,all,B2,pooled
mbert,sent_len_bin,sent,7,6244,0.4163,0.3914,0.3932,-0.0042,0.2499,0.7846,0.0191,0.7701,0.0186,C1,all,C1,pooled
mbert,sent_len_bin,sent,8,1650,0.4163,0.3914,0.3504,-0.0067,0.1461,0.7418,0.0122,0.7359,0.0126,A1,all,A1,pooled
mbert,sent_len_bin,sent,8,3632,0.4163,0.3914,0.3668,-0.0014,0.2612,0.7583,0.0097,0.7645,0.0095,A2,all,A2,pooled
mbert,sent_len_bin,sent,8,6422,0.4163,0.3914,0.379,-0.0019,0.1391,0.7705,0.0056,0.7741,0.0053,B1,all,B1,pooled
mbert,sent_len_bin,sent,8,7535,0.4163,0.3914,0.3944,-0.011,0.1506,0.7858,0.0023,0.7704,0.0029,B2,all,B2,pooled
mbert,sent_len_bin,sent,8,6244,0.4163,0.3914,0.3908,-0.0024,0.2499,0.7822,0.0149,0.7664,0.0139,C1,all,C1,pooled
mbert,sent_len_bin,sent,9,1650,0.4163,0.3914,0.3504,0.0,0.1461,0.7418,0.0132,0.7373,0.0147,A1,all,A1,pooled
mbert,sent_len_bin,sent,9,3632,0.4163,0.3914,0.3599,-0.0069,0.2612,0.7514,0.006,0.7578,0.0062,A2,all,A2,pooled
mbert,sent_len_bin,sent,9,6422,0.4163,0.3914,0.3809,0.0019,0.1391,0.7723,0.0109,0.7759,0.0103,B1,all,B1,pooled
mbert,sent_len_bin,sent,9,7535,0.4163,0.3914,0.3906,-0.0037,0.1506,0.7821,0.0052,0.7673,0.0067,B2,all,B2,pooled
mbert,sent_len_bin,sent,9,6244,0.4163,0.3914,0.3843,-0.0064,0.2499,0.7758,0.011,0.7608,0.0099,C1,all,C1,pooled
mbert,sent_len_bin,sent,10,1650,0.4163,0.3914,0.3346,-0.0158,0.1461,0.7261,0.0177,0.7247,0.0195,A1,all,A1,pooled
mbert,sent_len_bin,sent,10,3632,0.4163,0.3914,0.3668,0.0069,0.2612,0.7583,0.0165,0.7645,0.0164,A2,all,A2,pooled
mbert,sent_len_bin,sent,10,6422,0.4163,0.3914,0.3772,-0.0037,0.1391,0.7686,0.0082,0.7722,0.0083,B1,all,B1,pooled
mbert,sent_len_bin,sent,10,7535,0.4163,0.3914,0.3868,-0.0038,0.1506,0.7782,0.0037,0.7599,0.0019,B2,all,B2,pooled
mbert,sent_len_bin,sent,10,6244,0.4163,0.3914,0.3829,-0.0014,0.2499,0.7743,0.0164,0.7563,0.014,C1,all,C1,pooled
mbert,sent_len_bin,sent,11,1650,0.4163,0.3914,0.3346,0.0,0.1461,0.7261,0.0163,0.7228,0.0163,A1,all,A1,pooled
mbert,sent_len_bin,sent,11,3632,0.4163,0.3914,0.3522,-0.0146,0.2612,0.7437,0.0169,0.7503,0.0165,A2,all,A2,pooled
mbert,sent_len_bin,sent,11,6422,0.4163,0.3914,0.3699,-0.0073,0.1391,0.7613,0.0191,0.7654,0.0191,B1,all,B1,pooled
mbert,sent_len_bin,sent,11,7535,0.4163,0.3914,0.3856,-0.0012,0.1506,0.777,0.0057,0.7582,0.0032,B2,all,B2,pooled
mbert,sent_len_bin,sent,11,6244,0.4163,0.3914,0.3877,0.0048,0.2499,0.7791,0.0121,0.7605,0.0092,C1,all,C1,pooled
mbert,sent_len_bin,sent,12,1650,0.4163,0.3914,0.331,-0.0036,0.1461,0.7224,0.0196,0.7175,0.021,A1,all,A1,pooled
mbert,sent_len_bin,sent,12,3632,0.4163,0.3914,0.3553,0.003,0.2612,0.7467,0.0039,0.7533,0.0041,A2,all,A2,pooled
mbert,sent_len_bin,sent,12,6422,0.4163,0.3914,0.3706,0.0008,0.1391,0.7621,0.0112,0.7664,0.0109,B1,all,B1,pooled
mbert,sent_len_bin,sent,12,7535,0.4163,0.3914,0.3881,0.0025,0.1506,0.7796,0.0016,0.761,0.0013,B2,all,B2,pooled
mbert,sent_len_bin,sent,12,6244,0.4163,0.3914,0.3919,0.0042,0.2499,0.7833,0.0095,0.7675,0.0088,C1,all,C1,pooled
mbert,sent_len_bin,sent,12,25483,0.4163,0.3914,0.0,0.0,-1.0,0.3914,0.0018,0.3199,0.0009,random_baseline,all,n/a,pooled
mbert,subj_position,sent,0,1650,0.6776,0.6698,0.1199,0.7897,0.2505,0.7897,0.0095,0.6713,0.0122,A1,all,A1,pooled
mbert,subj_position,sent,0,3632,0.6776,0.6698,0.0705,0.7404,0.2655,0.7404,0.0062,0.6055,0.0051,A2,all,A2,pooled
mbert,subj_position,sent,0,6422,0.6776,0.6698,0.0557,0.7255,0.3867,0.7255,0.0141,0.6032,0.0193,B1,all,B1,pooled
mbert,subj_position,sent,0,7535,0.6776,0.6698,0.0194,0.6892,0.4377,0.6892,0.0046,0.5363,0.0039,B2,all,B2,pooled
mbert,subj_position,sent,0,6244,0.6776,0.6698,-0.0039,0.6659,0.5544,0.6659,0.0077,0.5438,0.0047,C1,all,C1,pooled
mbert,subj_position,sent,1,1650,0.6776,0.6698,0.1229,0.003,0.2505,0.7927,0.0208,0.6754,0.0288,A1,all,A1,pooled
mbert,subj_position,sent,1,3632,0.6776,0.6698,0.0783,0.0077,0.2655,0.7481,0.0074,0.6188,0.0024,A2,all,A2,pooled
mbert,subj_position,sent,1,6422,0.6776,0.6698,0.0569,0.0012,0.3867,0.7267,0.007,0.6062,0.01,B1,all,B1,pooled
mbert,subj_position,sent,1,7535,0.6776,0.6698,0.0192,-0.0001,0.4377,0.6891,0.0047,0.5383,0.0064,B2,all,B2,pooled
mbert,subj_position,sent,1,6244,0.6776,0.6698,0.0023,0.0062,0.5544,0.6722,0.0143,0.5576,0.0116,C1,all,C1,pooled
mbert,subj_position,sent,2,1650,0.6776,0.6698,0.1308,0.0079,0.2505,0.8006,0.0319,0.6862,0.0433,A1,all,A1,pooled
mbert,subj_position,sent,2,3632,0.6776,0.6698,0.0799,0.0016,0.2655,0.7497,0.0031,0.6177,0.0029,A2,all,A2,pooled
mbert,subj_position,sent,2,6422,0.6776,0.6698,0.069,0.0121,0.3867,0.7389,0.0027,0.6226,0.0073,B1,all,B1,pooled
mbert,subj_position,sent,2,7535,0.6776,0.6698,0.0227,0.0034,0.4377,0.6925,0.0042,0.5453,0.0015,B2,all,B2,pooled
mbert,subj_position,sent,2,6244,0.6776,0.6698,0.0054,0.003,0.5544,0.6752,0.0077,0.5598,0.0119,C1,all,C1,pooled
mbert,subj_position,sent,3,1650,0.6776,0.6698,0.1423,0.0115,0.2505,0.8121,0.0238,0.7068,0.0235,A1,all,A1,pooled
